red_fighter_name;blue_fighter_name;date;red_fighter_total_pts;blue_fighter_total_pts
IMPA KASANGANAY;THIAGO MOISES;02/27/2021;['27', '27', '28'];['30', '30', '29']
KHAMZAT CHIMAEV;CHASE SHERMAN;07/09/2022;['18', '19', '19'];['20', '19', '19']
EDMEN SHAHBAZYAN;TIMMY CUAMBA;02/10/2024;['29', '29', '28'];['28', '28', '29']
PADDY PIMBLETT;KYLER PHILLIPS;03/06/2021;['28', '28', '28'];['29', '29', '29']
SHANE YOUNG;CHELSEA CHANDLER;03/16/2024;['28', '28', '28'];['29', '29', '29']
ORION COSCE;CHARLES RADTKE;02/03/2024;['-', '-', '-'];['-', '-', '-']
DANIEL SANTOS;GASTON BOLANOS;01/13/2024;['10', '10', '10'];['9', '9', '9']
VINCE MORALES;MARLON VERA;03/09/2024;['50', '50', '50'];['45', '44', '45']
BRYAN BATTLE;CONOR MCGREGOR;07/10/2021;['10', '10', '10'];['9', '8', '8']
ALEX CACERES;FARES ZIAM;02/24/2024;['29', '27', '28'];['28', '30', '29']
ALESSIO DI CHIRICO;MELSIK BAGHDASARYAN;07/31/2021;['9', '9', '9'];['10', '10', '10']
JESSICA-ROSE CLARK;CHARLES JOURDAIN;07/16/2022;['29', '29', '28'];['28', '28', '28']
RICKY TURCIOS;HANNAH GOLDY;07/23/2022;['-', '-', '-'];['-', '-', '-']
ANDREI ARLOVSKI;ANDERSON DOS SANTOS;08/07/2021;['20', '20', '20'];['18', '18', '18']
ILIR LATIFI;IAN MACHADO GARRY;02/17/2024;['27', '29', '27'];['30', '28', '30']
JAN BLACHOWICZ;KYLE NELSON;09/07/2024;['-', '-', '-'];['-', '-', '-']
WILLIAM KNIGHT;JIRI PROCHAZKA;06/29/2024;['10', '10', '10'];['9', '9', '9']
JOHNNY WALKER;GABRIEL SANTOS;09/07/2024;['26', '26', '27'];['30', '30', '30']
ERIN BLANCHFIELD;MARIYA AGAPOVA;03/05/2022;['10', '10', '10'];['9', '9', '9']
JAIRZINHO ROZENSTRUIK;MIKE BREEDEN;08/12/2023;['-', '-', '-'];['-', '-', '-']
SONG YADONG;GREGORY RODRIGUES;07/27/2024;['27', '27', '27'];['30', '30', '30']
RAULIAN PAIVA;PRESTON PARSONS;07/27/2024;['30', '29', '30'];['27', '28', '27']
VIVIANE ARAUJO;DAMON JACKSON;08/05/2023;['29', '29', '29'];['28', '28', '28']
DALCHA LUNGIAMBULA;BILLY QUARANTILLO;04/15/2023;['-', '-', '-'];['-', '-', '-']
ALEX MORONO;SEAN SHARAF;10/12/2024;['9', '9', '9'];['10', '10', '10']
JIM MILLER;BATGEREL DANAA;03/26/2022;['9', '9', '9'];['10', '10', '10']
IASMIN LUCINDO;JASMINE JASUDAVICIUS;11/02/2024;['18', '19', '17'];['19', '19', '20']
ANTONINA SHEVCHENKO;MATHEUS NICOLAU;04/15/2023;['-', '-', '-'];['-', '-', '-']
THIAGO MOISES;MARIO BAUTISTA;10/05/2024;['28', '28', '29'];['29', '29', '28']
SPIKE CARLYLE;VINICIUS SALVADOR;03/25/2023;['29', '29', '29'];['28', '28', '28']
LEONARDO SANTOS;NORMA DUMONT;09/14/2024;['27', '27', '27'];['30', '30', '30']
THIAGO SANTOS;KAMUELA KIRK;03/12/2022;['10', '10', '10'];['9', '9', '9']
CODY STAMANN;DUSTIN POIRIER;12/11/2021;['19', '19', '19'];['19', '18', '18']
AORI QILENG;GILLIAN ROBERTSON;06/29/2024;['27', '27', '26'];['30', '30', '30']
KEVIN HOLLAND;DANIEL RODRIGUEZ;06/22/2024;['29', '30', '30'];['28', '27', '27']
RANDY BROWN;HARRY HUNSUCKER;12/18/2021;['-', '-', '-'];['-', '-', '-']
STEFAN STRUVE;SERGEI PAVLOVICH;03/19/2022;['-', '-', '-'];['-', '-', '-']
CALVIN KATTAR;JEAN SILVA;06/29/2024;['9', '9', '9'];['10', '10', '10']
KEVIN HOLLAND;JOSH PARISIAN;12/18/2021;['20', '20', '20'];['18', '18', '18']
JALIN TURNER;CODY BRUNDAGE;03/12/2022;['-', '-', '-'];['-', '-', '-']
SAM ALVEY;TIMUR VALIEV;03/19/2022;['29', '29', '29'];['28', '28', '27']
MICHAEL TRIZANO;DARREN ELKINS;12/18/2021;['-', '-', '-'];['-', '-', '-']
MANON FIOROT;IKRAM ALISKEROV;06/22/2024;['-', '-', '-'];['-', '-', '-']
ERIN BLANCHFIELD;CODY HADDON;10/12/2024;['27', '27', '27'];['30', '30', '30']
VANESSA DEMOPOULOS;ION CUTELABA;04/15/2023;['-', '-', '-'];['-', '-', '-']
JESSICA PENNE;KAYLA HARRISON;10/05/2024;['27', '27', '28'];['30', '30', '29']
DOMINICK CRUZ;PIERA RODRIGUEZ;04/15/2023;['10', '9', '10'];['9', '10', '9']
DANIEL ZELLHUBER;ROSE NAMAJUNAS;11/02/2024;['48', '48', '48'];['47', '47', '47']
ALEX CACERES;VINCE MORALES;12/04/2021;['-', '-', '-'];['-', '-', '-']
CHARALAMPOS GRIGORIOU;DANIEL PINEDA;07/27/2024;['29', '29', '29'];['27', '27', '28']
NIKOLAS MOTTA;MARCELO ROJO;02/12/2022;['20', '20', '20'];['18', '18', '18']
THEMBA GORIMBO;JAMIE PICKETT;08/12/2023;['30', '30', '30'];['27', '27', '27']
NATAN LEVY;RAONI BARCELOS;08/05/2023;['29', '29', '30'];['28', '28', '27']
ANGELA HILL;KIEFER CROSBIE;07/27/2024;['-', '-', '-'];['-', '-', '-']
ANDREI ARLOVSKI;SEAN BRADY;09/07/2024;['45', '46', '45'];['50', '49', '50']
DERRICK LEWIS;BRAD TAVARES;08/19/2023;['27', '27', '27'];['30', '30', '30']
VICTORIA LEONARDO;BRENDON MAROTTE;09/07/2024;['10', '10', '10'];['8', '9', '8']
MERAB DVALISHVILI;MUSLIM SALIKHOV;07/16/2022;['9', '9', '9'];['10', '10', '10']
JACK HERMANSSON;RAFA GARCIA;07/31/2021;['29', '29', '29'];['28', '28', '28']
MICHELLE WATERSON-GOMEZ;FELIPE DOS SANTOS;02/24/2024;['30', '28', '28'];['27', '29', '29']
RONALDO RODRIGUEZ;ROMAN KOPYLOV;02/17/2024;['10', '10', '9'];['9', '9', '10']
BRYAN BARBERENA;JAMEY SIMMONS;08/07/2021;['10', '10', '10'];['9', '9', '9']
FELIPE DOS SANTOS;JORDAN LEAVITT;07/23/2022;['10', '10', '10'];['9', '9', '9']
GREGORY RODRIGUES;ALEX PEREZ;07/30/2022;['-', '-', '-'];['-', '-', '-']
JESSICA ANDRADE;CHARLES JOHNSON;02/03/2024;['28', '28', '28'];['29', '29', '29']
JEREMIAH WELLS;DARREN STEWART;03/13/2021;['-', '-', '-'];['-', '-', '-']
MICK PARKIN;BRYAN BARBERENA;03/16/2024;['10', '10', '10'];['9', '9', '9']
MOLLY MCCANN;MITCH RAMIREZ;03/16/2024;['20', '20', '20'];['18', '18', '18']
JP BUYS;JEAN SILVA;01/13/2024;['-', '-', '-'];['-', '-', '-']
ZAK CUMMINGS;JIMMIE RIVERA;02/27/2021;['29', '30', '30'];['28', '27', '27']
ROMAN DOLIDZE;BRIAN ORTEGA;02/24/2024;['18', '19', '19'];['18', '19', '19']
CLAUDIO PUELLES;ALEKSANDAR RAKIC;03/06/2021;['28', '28', '27'];['29', '29', '30']
BRANDON MORENO;FERNIE GARCIA;11/19/2022;['29', '29', '29'];['28', '28', '28']
DUSTIN JACOBY;PARKER PORTER;08/26/2023;['-', '-', '-'];['-', '-', '-']
JULIA POLASTRI;GERALD MEERSCHAERT;04/17/2021;['-', '-', '-'];['-', '-', '-']
NINA NUNES;MACKENZIE DERN;04/10/2021;['-', '-', '-'];['-', '-', '-']
BENOIT SAINT DENIS;THIAGO MOISES;09/02/2023;['10', '10', '10'];['9', '9', '9']
JULIO ARCE;MONTEL JACKSON;11/12/2022;['27', '27', '28'];['30', '30', '29']
BOBBY GREEN;THIAGO MOISES;10/31/2020;['28', '28', '28'];['29', '29', '29']
NATHANIEL WOOD;CASEY KENNEY;10/24/2020;['28', '28', '27'];['29', '29', '30']
TIM MEANS;MAX GRIFFIN;10/29/2022;['28', '27', '29'];['29', '30', '28']
ALEXA GRASSO;VALENTINA SHEVCHENKO;09/16/2023;['47', '47', '48'];['47', '48', '47']
NIKO PRICE;ALEX MORONO;06/01/2024;['29', '29', '29'];['28', '28', '28']
EDUARDA MOURA;DENISE GOMES;06/08/2024;['29', '27', '27'];['28', '30', '30']
DON'TALE MAYES;ROQUE MARTINEZ;11/14/2020;['30', '29', '30'];['27', '28', '27']
VANESSA DEMOPOULOS;KANAKO MURATA;10/07/2023;['29', '29', '29'];['28', '28', '28']
MARION RENEAU;MACY CHIASSON;03/20/2021;['28', '28', '28'];['29', '29', '29']
JOSH PARISIAN;PARKER PORTER;11/28/2020;['26', '27', '28'];['30', '30', '29']
MIGUEL BAEZA;PUNAHELE SORIANO;06/08/2024;['27', '25', '25'];['30', '30', '30']
JOAQUIN BUCKLEY;JORDAN WRIGHT;11/21/2020;['10', '10', '10'];['9', '8', '9']
MODESTAS BUKAUSKAS;KHALIL ROUNTREE JR.;09/04/2021;['9', '9', '9'];['10', '10', '10']
JEREMIAH WELLS;MATTHEW SEMELSBERGER;04/22/2023;['30', '30', '28'];['27', '27', '29']
IAN GARRY;GABE GREEN;07/02/2022;['30', '30', '30'];['27', '27', '27']
JP BUYS;CODY DURDEN;06/25/2022;['-', '-', '-'];['-', '-', '-']
CAIO BORRALHO;MICHAL OLEKSIEJCZUK;04/29/2023;['10', '10', '10'];['9', '9', '9']
EDSON BARBOZA;GIGA CHIKADZE;08/28/2021;['18', '18', '18'];['20', '20', '20']
BRIAN KELLEHER;RAY RODRIGUEZ;09/05/2020;['-', '-', '-'];['-', '-', '-']
IMPA KASANGANAY;CARLSTON HARRIS;09/18/2021;['-', '-', '-'];['-', '-', '-']
KHAMZAT CHIMAEV;GERALD MEERSCHAERT;09/19/2020;['-', '-', '-'];['-', '-', '-']
EDMEN SHAHBAZYAN;DALCHA LUNGIAMBULA;12/10/2022;['10', '10', '10'];['9', '9', '9']
PADDY PIMBLETT;JARED GORDON;12/10/2022;['29', '29', '29'];['28', '28', '28']
SHANE YOUNG;LUDOVIT KLEIN;09/27/2020;['-', '-', '-'];['-', '-', '-']
ORION COSCE;GILBERT URBINA;05/20/2023;['8', '8', '9'];['10', '10', '10']
DANIEL SANTOS;JOHNNY MUNOZ;06/03/2023;['29', '29', '29'];['27', '27', '27']
VINCE MORALES;MILES JOHNS;11/19/2022;['28', '28', '27'];['29', '29', '30']
BRYAN BATTLE;GABE GREEN;05/13/2023;['-', '-', '-'];['-', '-', '-']
ALEX CACERES;AUSTIN SPRINGER;08/29/2020;['-', '-', '-'];['-', '-', '-']
ALESSIO DI CHIRICO;ZAK CUMMINGS;08/29/2020;['28', '28', '27'];['29', '29', '30']
JESSICA-ROSE CLARK;TAINARA LISBOA;05/13/2023;['18', '18', '18'];['20', '20', '20']
RICKY TURCIOS;KEVIN NATIVIDAD;11/19/2022;['29', '29', '28'];['28', '28', '29']
ANDREI ARLOVSKI;DONTAL MAYES;06/03/2023;['9', '10', '9'];['10', '9', '10']
ILIR LATIFI;RODRIGO NASCIMENTO;05/20/2023;['28', '28', '29'];['29', '29', '28']
JAN BLACHOWICZ;MAGOMED ANKALAEV;12/10/2022;['48', '46', '47'];['47', '48', '47']
WILLIAM KNIGHT;ALEKSA CAMUR;09/27/2020;['29', '30', '30'];['28', '27', '27']
JOHNNY WALKER;RYAN SPANN;09/19/2020;['-', '-', '-'];['-', '-', '-']
ERIN BLANCHFIELD;SARAH ALPAR;09/18/2021;['30', '30', '30'];['25', '25', '26']
JAIRZINHO ROZENSTRUIK;CHRIS DAUKAUS;12/10/2022;['-', '-', '-'];['-', '-', '-']
SONG YADONG;RICKY SIMON;04/29/2023;['40', '39', '40'];['36', '37', '36']
RAULIAN PAIVA;SERGEY MOROZOV;06/25/2022;['28', '28', '28'];['29', '29', '29']
VIVIANE ARAUJO;MONTANA DE LA ROSA;09/05/2020;['29', '30', '30'];['28', '27', '27']
DALCHA LUNGIAMBULA;MARC-ANDRE BARRIAULT;09/04/2021;['28', '28', '27'];['29', '29', '30']
ALEX MORONO;DAVID ZAWADA;09/04/2021;['30', '30', '30'];['27', '27', '27']
JIM MILLER;DONALD CERRONE;07/02/2022;['10', '10', '9'];['9', '9', '10']
IASMIN LUCINDO;BROGAN WALKER;04/22/2023;['30', '30', '30'];['27', '27', '27']
ANTONINA SHEVCHENKO;ARIANE LIPSKI;11/21/2020;['10', '10', '10'];['9', '9', '9']
THIAGO MOISES;LUDOVIT KLEIN;06/08/2024;['27', '27', '27'];['30', '30', '30']
SPIKE CARLYLE;BILL ALGEO;11/28/2020;['27', '27', '27'];['30', '30', '30']
LEONARDO SANTOS;GRANT DAWSON;03/20/2021;['19', '18', '18'];['19', '20', '20']
THIAGO SANTOS;GLOVER TEIXEIRA;11/07/2020;['17', '17', '17'];['20', '20', '20']
CODY STAMANN;TAYLOR LAPILUS;06/08/2024;['27', '27', '27'];['30', '30', '30']
AORI QILENG;JOHNNY MUNOZ;10/07/2023;['29', '29', '29'];['28', '28', '28']
KEVIN HOLLAND;JACK DELLA MADDALENA;09/16/2023;['29', '28', '28'];['28', '29', '29']
RANDY BROWN;ELIZEU ZALESKI DOS SANTOS;06/01/2024;['29', '29', '29'];['28', '28', '28']
STEFAN STRUVE;TAI TUIVASA;10/24/2020;['-', '-', '-'];['-', '-', '-']
CALVIN KATTAR;ARNOLD ALLEN;10/29/2022;['9', '9', '9'];['10', '10', '10']
KEVIN HOLLAND;CHARLIE ONTIVEROS;10/31/2020;['-', '-', '-'];['-', '-', '-']
JALIN TURNER;JAMIE MULLARKEY;03/05/2022;['10', '10', '10'];['9', '9', '9']
SAM ALVEY;JULIAN MARQUEZ;04/10/2021;['9', '9', '9'];['10', '10', '10']
MICHAEL TRIZANO;SEUNG WOO CHO;11/12/2022;['-', '-', '-'];['-', '-', '-']
MANON FIOROT;ROSE NAMAJUNAS;09/02/2023;['29', '29', '30'];['28', '28', '27']
ERIN BLANCHFIELD;TAILA SANTOS;08/26/2023;['29', '29', '29'];['28', '28', '28']
VANESSA DEMOPOULOS;MARIA OLIVEIRA;11/19/2022;['29', '29', '29'];['28', '28', '28']
JESSICA PENNE;LOOPY GODINEZ;04/17/2021;['29', '29', '28'];['28', '28', '29']
DOMINICK CRUZ;CASEY KENNEY;03/06/2021;['28', '29', '30'];['29', '28', '27']
DANIEL ZELLHUBER;FRANCISCO PRADO;02/24/2024;['29', '29', '30'];['28', '28', '26']
ALEX CACERES;KEVIN CROOM;02/27/2021;['30', '30', '30'];['26', '26', '27']
CHARALAMPOS GRIGORIOU;CHAD ANHELIGER;03/16/2024;['28', '27', '28'];['29', '30', '29']
NIKOLAS MOTTA;TOM NOLAN;01/13/2024;['-', '-', '-'];['-', '-', '-']
THEMBA GORIMBO;PETE RODRIGUEZ;02/03/2024;['-', '-', '-'];['-', '-', '-']
NATAN LEVY;MIKE DAVIS;03/16/2024;['9', '9', '9'];['10', '10', '10']
ANGELA HILL;ASHLEY YODER;03/13/2021;['30', '30', '30'];['27', '27', '27']
ANDREI ARLOVSKI;JARED VANDERAA;02/12/2022;['29', '29', '28'];['28', '28', '29']
DERRICK LEWIS;SERGEI PAVLOVICH;07/30/2022;['-', '-', '-'];['-', '-', '-']
VICTORIA LEONARDO;MELISSA GATTO;08/07/2021;['18', '19', '18'];['20', '19', '20']
MERAB DVALISHVILI;HENRY CEJUDO;02/17/2024;['29', '29', '29'];['28', '28', '28']
JACK HERMANSSON;CHRIS CURTIS;07/23/2022;['29', '30', '29'];['28', '27', '28']
MICHELLE WATERSON-GOMEZ;AMANDA LEMOS;07/16/2022;['10', '10', '9'];['9', '9', '10']
RONALDO RODRIGUEZ;DENYS BONDAR;02/24/2024;['9', '9', '9'];['10', '10', '10']
BRYAN BARBERENA;JASON WITT;07/31/2021;['27', '28', '28'];['29', '29', '28']
FELIPE DOS SANTOS;ANDRE LIMA;09/07/2024;['28', '28', '27'];['29', '29', '30']
GREGORY RODRIGUES;DENIS TIULIULIN;08/19/2023;['-', '-', '-'];['-', '-', '-']
JESSICA ANDRADE;NATALIA SILVA;09/07/2024;['27', '27', '27'];['30', '30', '30']
JEREMIAH WELLS;CARLSTON HARRIS;08/05/2023;['20', '20', '20'];['18', '18', '17']
MICK PARKIN;LUKASZ BRZESKI;07/27/2024;['-', '-', '-'];['-', '-', '-']
MOLLY MCCANN;BRUNA BRASIL;07/27/2024;['27', '28', '27'];['30', '29', '30']
JP BUYS;MARCUS MCGHEE;08/12/2023;['-', '-', '-'];['-', '-', '-']
ZAK CUMMINGS;ED HERMAN;04/15/2023;['20', '20', '20'];['17', '16', '17']
ROMAN DOLIDZE;KEVIN HOLLAND;10/05/2024;['10', '10', '10'];['9', '9', '8']
CLAUDIO PUELLES;CHRIS GRUETZEMACHER;12/04/2021;['20', '20', '20'];['18', '18', '18']
BRANDON MORENO;AMIR ALBAZI;11/02/2024;['49', '50', '50'];['46', '45', '45']
DUSTIN JACOBY;AZAMAT MURZAKANOV;04/15/2023;['28', '28', '28'];['29', '29', '29']
JULIA POLASTRI;CORY MCKENNA;10/12/2024;['29', '28', '30'];['28', '29', '27']
NIKITA KRYLOV;PAUL CRAIG;03/19/2022;['-', '-', '-'];['-', '-', '-']
RICKY SIMON;VINICIUS OLIVEIRA;06/29/2024;['27', '28', '27'];['30', '29', '30']
DIEGO FERREIRA;MATEUSZ GAMROT;12/18/2021;['9', '9', '9'];['10', '10', '10']
RAQUEL PENNINGTON;MACY CHIASSON;12/18/2021;['9', '10', '10'];['10', '9', '9']
CUB SWANSON;ANDRE FILI;06/29/2024;['28', '29', '28'];['29', '28', '29']
SABINA MAZO;MIRANDA MAVERICK;03/12/2022;['9', '9', '9'];['10', '10', '10']
