red_fighter_name;blue_fighter_name;event_date;red_fighter_result;blue_fighter_result;method;bout_type;bonus;red_fighter_total_pts;blue_fighter_total_pts
NINA NUNES;MACKENZIE DERN;10/04/2021;L;W;Submission;Women's Strawweight Bout;perf;- - -;- - -
MIKE PERRY;DANIEL RODRIGUEZ;10/04/2021;L;W;Decision - Unanimous;Welterweight Bout;-;27 27 26;30 30 30
JIM MILLER;JOE SOLECKI;10/04/2021;L;W;Decision - Unanimous;Lightweight Bout;-;28 27 28;29 30 29
SCOTT HOLTZMAN;MATEUSZ GAMROT;10/04/2021;L;W;KO/TKO;Lightweight Bout;perf;9 9 10;10 10 9
JOHN MAKDESSI;IGNACIO BAHAMONDES;10/04/2021;W;L;Decision - Split;Lightweight Bout;-;28 29 30;29 28 27
YORGAN DE CASTRO;JARJIS DANHO;10/04/2021;L;W;KO/TKO;Heavyweight Bout;-;- - -;- - -
HUNTER AZURE;JACK SHORE;10/04/2021;L;W;Decision - Split;Bantamweight Bout;-;27 27 29;30 30 28
LUIS SALDANA;JORDAN GRIFFIN;10/04/2021;W;L;Decision - Unanimous;Featherweight Bout;-;29 29 29;28 28 28
DA WOON JUNG;WILLIAM KNIGHT;10/04/2021;W;L;Decision - Unanimous;Light Heavyweight Bout;-;30 30 30;26 26 27
IMPA KASANGANAY;SASHA PALATNIKOV;10/04/2021;W;L;Submission;Welterweight Bout;-;10 10 10;9 9 9
STIPE MIOCIC;FRANCIS NGANNOU;27/03/2021;L;W;KO/TKO;UFC Heavyweight Title Bout;belt;9 9 9;10 10 10
TYRON WOODLEY;VICENTE LUQUE;27/03/2021;L;W;Submission;Welterweight Bout;fight;- - -;- - -
SEAN O'MALLEY;THOMAS ALMEIDA;27/03/2021;W;L;KO/TKO;Bantamweight Bout;perf;19 20 20;18 18 17
GILLIAN ROBERTSON;MIRANDA MAVERICK;27/03/2021;L;W;Decision - Unanimous;Women's Flyweight Bout;-;27 28 27;30 29 30
JAMIE MULLARKEY;KHAMA WORTHY;27/03/2021;W;L;KO/TKO;Lightweight Bout;-;- - -;- - -
ALONZO MENIFIELD;FABIO CHERANT;27/03/2021;W;L;Submission;Light Heavyweight Bout;-;- - -;- - -
JARED GOODEN;ABUBAKAR NURMAGOMEDOV;27/03/2021;L;W;Decision - Unanimous;Welterweight Bout;-;27 27 27;30 30 30
MODESTAS BUKAUSKAS;MICHAL OLEKSIEJCZUK;27/03/2021;L;W;Decision - Split;Light Heavyweight Bout;-;28 28 29;29 29 28
SHANE YOUNG;OMAR MORALES;27/03/2021;L;W;Decision - Unanimous;Featherweight Bout;-;27 27 27;30 30 30
MARC-ANDRE BARRIAULT;ABU AZAITAR;27/03/2021;W;L;KO/TKO;Middleweight Bout;-;19 19 19;19 19 19
DEREK BRUNSON;KEVIN HOLLAND;20/03/2021;W;L;Decision - Unanimous;Middleweight Bout;-;49 49 49;45 46 46
SONG KENAN;MAX GRIFFIN;20/03/2021;L;W;KO/TKO;Welterweight Bout;perf;- - -;- - -
CHEYANNE VLISMAS;MONTSERRAT CONEJO RUIZ;20/03/2021;L;W;Decision - Unanimous;Women's Strawweight Bout;-;28 27 28;29 29 29
ADRIAN YANEZ;GUSTAVO LOPEZ;20/03/2021;W;L;KO/TKO;Bantamweight Bout;perf;20 20 20;18 18 18
TAI TUIVASA;HARRY HUNSUCKER;20/03/2021;W;L;KO/TKO;Heavyweight Bout;-;- - -;- - -
MARION RENEAU;MACY CHIASSON;20/03/2021;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;28 28 28;29 29 29
LEONARDO SANTOS;GRANT DAWSON;20/03/2021;L;W;KO/TKO;Lightweight Bout;perf;19 18 18;19 20 20
TREVIN GILES;ROMAN DOLIDZE;20/03/2021;W;L;Decision - Unanimous;Middleweight Bout;-;29 29 29;28 28 28
MONTEL JACKSON;JESSE STRADER;20/03/2021;W;L;KO/TKO;Bantamweight Bout;-;- - -;- - -
BRUNO SILVA;JP BUYS;20/03/2021;W;L;KO/TKO;Flyweight Bout;perf;10 10 10;9 9 9
MISHA CIRKUNOV;RYAN SPANN;13/03/2021;L;W;KO/TKO;Light Heavyweight Bout;perf;- - -;- - -
DAN IGE;GAVIN TUCKER;13/03/2021;W;L;KO/TKO;Featherweight Bout;perf;- - -;- - -
JONATHAN MARTINEZ;DAVEY GRANT;13/03/2021;L;W;KO/TKO;Bantamweight Bout;perf;10 10 10;9 9 9
MANEL KAPE;MATHEUS NICOLAU;13/03/2021;L;W;Decision - Split;Flyweight Bout;-;29 28 28;28 29 29
ANGELA HILL;ASHLEY YODER;13/03/2021;W;L;Decision - Unanimous;Women's Strawweight Bout;-;30 30 30;27 27 27
CHARLES JOURDAIN;MARCELO ROJO;13/03/2021;W;L;KO/TKO;Featherweight Bout;-;19 19 19;19 19 19
RANI YAHYA;RAY RODRIGUEZ;13/03/2021;W;L;Submission;Bantamweight Bout;-;10 10 10;9 9 9
NASRAT HAQPARAST;RAFA GARCIA;13/03/2021;W;L;Decision - Unanimous;Lightweight Bout;-;30 29 29;27 28 28
CORTNEY CASEY;JJ ALDRICH;13/03/2021;L;W;Decision - Split;Women's Flyweight Bout;-;28 28 29;29 29 28
GLORIA DE PAULA;JINH YU FREY;13/03/2021;L;W;Decision - Unanimous;Women's Strawweight Bout;-;28 28 28;29 29 29
MATTHEW SEMELSBERGER;JASON WITT;13/03/2021;W;L;KO/TKO;Welterweight Bout;perf;- - -;- - -
JAN BLACHOWICZ;ISRAEL ADESANYA;06/03/2021;W;L;Decision - Unanimous;UFC Light Heavyweight Title Bout;belt;49 49 49;45 46 45
AMANDA NUNES;MEGAN ANDERSON;06/03/2021;W;L;Submission;UFC Women's Featherweight Title Bout;belt;- - -;- - -
PETR YAN;ALJAMAIN STERLING;06/03/2021;L;W;DQ;UFC Bantamweight Title Bout;belt;29 29 28;28 28 29
ISLAM MAKHACHEV;DREW DOBER;06/03/2021;W;L;Submission;Lightweight Bout;-;20 20 20;18 17 18
THIAGO SANTOS;ALEKSANDAR RAKIC;06/03/2021;L;W;Decision - Unanimous;Light Heavyweight Bout;-;28 28 27;29 29 30
DOMINICK CRUZ;CASEY KENNEY;06/03/2021;W;L;Decision - Split;Bantamweight Bout;-;28 29 30;29 28 27
SONG YADONG;KYLER PHILLIPS;06/03/2021;L;W;Decision - Unanimous;Bantamweight Bout;-;28 28 28;29 29 29
JOSEPH BENAVIDEZ;ASKAR ASKAROV;06/03/2021;L;W;Decision - Unanimous;Flyweight Bout;-;27 26 27;30 30 30
ROGERIO BONTORIN;KAI KARA-FRANCE;06/03/2021;L;W;KO/TKO;Flyweight Bout;perf;- - -;- - -
TIM ELLIOTT;JORDAN ESPINOSA;06/03/2021;W;L;Decision - Unanimous;Flyweight Bout;-;30 30 30;27 27 25
KENNEDY NZECHUKWU;CARLOS ULBERG;06/03/2021;W;L;KO/TKO;Light Heavyweight Bout;fight;9 9 9;10 10 10
SEAN BRADY;JAKE MATTHEWS;06/03/2021;W;L;Submission;Welterweight Bout;-;20 20 20;17 18 18
LIVINHA SOUZA;AMANDA LEMOS;06/03/2021;L;W;KO/TKO;Women's Strawweight Bout;-;- - -;- - -
UROS MEDIC;AALON CRUZ;06/03/2021;W;L;KO/TKO;Lightweight Bout;perf;- - -;- - -
MARIO BAUTISTA;TREVIN JONES;06/03/2021;L;W;KO/TKO;Bantamweight Bout;-;9 10 9;10 9 10
JAIRZINHO ROZENSTRUIK;CIRYL GANE;27/02/2021;L;W;Decision - Unanimous;Heavyweight Bout;-;45 45 45;50 50 50
NIKITA KRYLOV;MAGOMED ANKALAEV;27/02/2021;L;W;Decision - Unanimous;Light Heavyweight Bout;-;28 28 28;29 29 29
PEDRO MUNHOZ;JIMMIE RIVERA;27/02/2021;W;L;Decision - Unanimous;Bantamweight Bout;fight;29 30 30;28 27 27
ALEX CACERES;KEVIN CROOM;27/02/2021;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 30;26 26 27
ALEXANDER HERNANDEZ;THIAGO MOISES;27/02/2021;L;W;Decision - Unanimous;Lightweight Bout;-;27 27 28;30 30 29
ALEXIS DAVIS;SABINA MAZO;27/02/2021;W;L;Decision - Unanimous;Women's Bantamweight Bout;-;30 30 30;27 26 27
VINCE CACHERO;RONNIE LAWRENCE;27/02/2021;L;W;KO/TKO;Bantamweight Bout;perf;18 18 18;20 20 20
DUSTIN JACOBY;MAXIM GRISHIN;27/02/2021;W;L;Decision - Unanimous;Light Heavyweight Bout;-;29 29 29;28 28 28
CURTIS BLAYDES;DERRICK LEWIS;20/02/2021;L;W;KO/TKO;Heavyweight Bout;perf;10 10 10;9 9 9
KETLEN VIEIRA;YANA SANTOS;20/02/2021;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;28 28 28;29 29 29
CHARLES ROSA;DARRICK MINNER;20/02/2021;L;W;Decision - Unanimous;Featherweight Bout;-;26 27 27;30 29 30
ALEKSEI OLEINIK;CHRIS DAUKAUS;20/02/2021;L;W;KO/TKO;Heavyweight Bout;perf;- - -;- - -
PHIL HAWES;NASSOURDINE IMAVOV;20/02/2021;W;L;Decision - Majority;Middleweight Bout;-;29 29 28;28 28 28
ANDREI ARLOVSKI;TOM ASPINALL;20/02/2021;L;W;Submission;Heavyweight Bout;perf;9 9 9;10 10 10
JARED GORDON;DANNY CHAVEZ;20/02/2021;W;L;Decision - Unanimous;Featherweight Bout;-;30 29 30;27 28 27
EDDIE WINELAND;JOHN CASTANEDA;20/02/2021;L;W;KO/TKO;Bantamweight Bout;-;- - -;- - -
NATE LANDWEHR;JULIAN EROSA;20/02/2021;L;W;KO/TKO;Featherweight Bout;-;- - -;- - -
SHANA DOBSON;CASEY O'NEILL;20/02/2021;L;W;KO/TKO;Women's Flyweight Bout;-;9 9 9;10 10 10
AIEMANN ZAHABI;DRAKO RODRIGUEZ;20/02/2021;W;L;KO/TKO;Bantamweight Bout;perf;- - -;- - -
SERGHEI SPIVAC;JARED VANDERAA;20/02/2021;W;L;KO/TKO;Heavyweight Bout;-;10 10 10;9 9 9
KAMARU USMAN;GILBERT BURNS;13/02/2021;W;L;KO/TKO;UFC Welterweight Title Bout;belt;19 19 19;19 19 19
MAYCEE BARBER;ALEXA GRASSO;13/02/2021;L;W;Decision - Unanimous;Women's Flyweight Bout;-;28 28 28;29 29 29
KELVIN GASTELUM;IAN HEINISCH;13/02/2021;W;L;Decision - Unanimous;Middleweight Bout;-;29 30 29;28 27 28
RICKY SIMON;BRIAN KELLEHER;13/02/2021;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 30;27 27 27
MAKI PITOLO;JULIAN MARQUEZ;13/02/2021;L;W;Submission;Middleweight Bout;perf;20 20 20;18 18 18
RODOLFO VIEIRA;ANTHONY HERNANDEZ;13/02/2021;L;W;Submission;Middleweight Bout;perf;9 9 9;10 10 10
BELAL MUHAMMAD;DHIEGO LIMA;13/02/2021;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 30;27 27 27
POLYANA VIANA;MALLORY MARTIN;13/02/2021;W;L;Submission;Women's Strawweight Bout;perf;- - -;- - -
ANDRE EWELL;CHRIS GUTIERREZ;13/02/2021;L;W;Decision - Unanimous;Catch Weight Bout;-;26 28 27;30 29 30
GABE GREEN;PHIL ROWE;13/02/2021;W;L;Decision - Unanimous;Welterweight Bout;-;30 29 29;27 28 28
ALISTAIR OVEREEM;ALEXANDER VOLKOV;06/02/2021;L;W;KO/TKO;Heavyweight Bout;perf;9 9 9;10 10 10
CORY SANDHAGEN;FRANKIE EDGAR;06/02/2021;W;L;KO/TKO;Bantamweight Bout;perf;- - -;- - -
MICHAEL JOHNSON;CLAY GUIDA;06/02/2021;L;W;Decision - Unanimous;Lightweight Bout;-;27 27 27;30 30 30
ALEXANDRE PANTOJA;MANEL KAPE;06/02/2021;W;L;Decision - Unanimous;Flyweight Bout;-;29 30 29;28 27 28
DIEGO FERREIRA;BENEIL DARIUSH;06/02/2021;L;W;Decision - Split;Lightweight Bout;fight;28 28 29;29 29 28
MIKE RODRIGUEZ;DANILO MARQUES;06/02/2021;L;W;Submission;Light Heavyweight Bout;-;9 9 9;10 10 10
DEVONTE SMITH;JUSTIN JAYNES;06/02/2021;W;L;TKO - Doctor's Stoppage;Catch Weight Bout;-;10 10 10;9 9 9
KAROL ROSA;JOSELYNE EDWARDS;06/02/2021;W;L;Decision - Unanimous;Women's Bantamweight Bout;-;30 30 30;27 27 27
MOLLY MCCANN;LARA PROCOPIO;06/02/2021;L;W;Decision - Unanimous;Women's Flyweight Bout;-;27 28 27;29 29 30
SEUNGWOO CHOI;YOUSSEF ZALAL;06/02/2021;W;L;Decision - Unanimous;Featherweight Bout;-;29 30 29;28 27 28
TIMUR VALIEV;MARTIN DAY;06/02/2021;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 30;25 25 26
ODE OSBOURNE;JEROME RIVERA;06/02/2021;W;L;KO/TKO;Featherweight Bout;-;- - -;- - -
DUSTIN POIRIER;CONOR MCGREGOR;24/01/2021;W;L;KO/TKO;Lightweight Bout;perf;9 9 9;10 10 10
DAN HOOKER;MICHAEL CHANDLER;24/01/2021;L;W;KO/TKO;Lightweight Bout;perf;- - -;- - -
JESSICA EYE;JOANNE WOOD;24/01/2021;L;W;Decision - Unanimous;Women's Flyweight Bout;-;28 27 27;29 30 30
ANDREW SANCHEZ;MAKHMUD MURADOV;24/01/2021;L;W;KO/TKO;Middleweight Bout;perf;18 18 19;20 20 19
MARINA RODRIGUEZ;AMANDA RIBAS;24/01/2021;W;L;KO/TKO;Women's Strawweight Bout;perf;9 9 9;10 10 10
ARMAN TSARUKYAN;MATT FREVOLA;24/01/2021;W;L;Decision - Unanimous;Lightweight Bout;-;30 30 30;27 26 27
BRAD TAVARES;ANTONIO CARLOS JUNIOR;24/01/2021;W;L;Decision - Unanimous;Middleweight Bout;-;30 29 30;27 28 27
JULIANNA PENA;SARA MCMANN;24/01/2021;W;L;Submission;Women's Bantamweight Bout;-;19 19 19;19 19 19
KHALIL ROUNTREE JR.;MARCIN PRACHNIO;24/01/2021;L;W;Decision - Unanimous;Light Heavyweight Bout;-;28 28 28;29 29 29
NIK LENTZ;MOVSAR EVLOEV;24/01/2021;L;W;Decision - Split;Catch Weight Bout;-;28 29 28;29 28 29
AMIR ALBAZI;ZHALGAS ZHUMAGULOV;24/01/2021;W;L;Decision - Unanimous;Flyweight Bout;-;29 29 29;28 28 28
MICHAEL CHIESA;NEIL MAGNY;20/01/2021;W;L;Decision - Unanimous;Welterweight Bout;-;49 49 49;46 46 46
WARLLEY ALVES;MOUNIR LAZZEZ;20/01/2021;W;L;KO/TKO;Welterweight Bout;perf;- - -;- - -
IKE VILLANUEVA;VINICIUS MOREIRA;20/01/2021;W;L;KO/TKO;Light Heavyweight Bout;-;10 10 9;9 9 10
ROXANNE MODAFFERI;VIVIANE ARAUJO;20/01/2021;L;W;Decision - Unanimous;Women's Flyweight Bout;-;27 27 26;30 30 30
MATT SCHNELL;TYSON NAM;20/01/2021;W;L;Decision - Split;Flyweight Bout;-;29 28 29;28 29 28
LERONE MURPHY;DOUGLAS SILVA DE ANDRADE;20/01/2021;W;L;Decision - Unanimous;Featherweight Bout;-;29 29 30;28 28 27
OMARI AKHMEDOV;TOM BREESE;20/01/2021;W;L;Submission;Middleweight Bout;-;10 10 10;9 9 9
RICKY SIMON;GAETANO PIRRELLO;20/01/2021;W;L;Submission;Bantamweight Bout;-;10 10 10;9 9 9
SUMUDAERJI;ZARRUKH ADASHEV;20/01/2021;W;L;Decision - Unanimous;Flyweight Bout;-;29 29 30;28 28 27
DALCHA LUNGIAMBULA;MARKUS PEREZ;20/01/2021;W;L;Decision - Unanimous;Middleweight Bout;-;29 29 29;28 28 28
FRANCISCO FIGUEIREDO;JEROME RIVERA;20/01/2021;W;L;Decision - Unanimous;Flyweight Bout;-;29 29 29;28 28 28
MIKE DAVIS;MASON JONES;20/01/2021;W;L;Decision - Unanimous;Lightweight Bout;fight;29 29 29;28 28 28
UMAR NURMAGOMEDOV;SERGEY MOROZOV;20/01/2021;W;L;Submission;Bantamweight Bout;perf;9 10 10;10 9 9
VICTORIA LEONARDO;MANON FIOROT;20/01/2021;L;W;KO/TKO;Women's Flyweight Bout;-;9 9 8;10 10 10
MAX HOLLOWAY;CALVIN KATTAR;16/01/2021;W;L;Decision - Unanimous;Featherweight Bout;fight;50 50 50;43 43 42
CARLOS CONDIT;MATT BROWN;16/01/2021;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 30;27 27 27
SANTIAGO PONZINIBBIO;LI JINGLIANG;16/01/2021;L;W;KO/TKO;Welterweight Bout;perf;- - -;- - -
JOAQUIN BUCKLEY;ALESSIO DI CHIRICO;16/01/2021;L;W;KO/TKO;Middleweight Bout;perf;- - -;- - -
PUNAHELE SORIANO;DUSKO TODOROVIC;16/01/2021;W;L;KO/TKO;Middleweight Bout;-;- - -;- - -
WU YANAN;JOSELYNE EDWARDS;16/01/2021;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;27 28 27;30 29 30
CARLOS FELIPE;JUSTIN TAFA;16/01/2021;W;L;Decision - Split;Heavyweight Bout;-;29 28 29;28 29 28
DAVID ZAWADA;RAMAZAN EMEEV;16/01/2021;L;W;Decision - Split;Welterweight Bout;-;29 28 28;28 29 29
SARAH MORAS;VANESSA MELO;16/01/2021;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;27 28 28;30 29 29
JACOB KILBURN;AUSTIN LINGO;16/01/2021;L;W;Decision - Unanimous;Featherweight Bout;-;27 26 26;30 30 30
STEPHEN THOMPSON;GEOFF NEAL;19/12/2020;W;L;Decision - Unanimous;Welterweight Bout;perf;50 50 50;45 45 45
JOSE ALDO;MARLON VERA;19/12/2020;W;L;Decision - Unanimous;Bantamweight Bout;-;29 29 29;28 28 28
MICHEL PEREIRA;KHAOS WILLIAMS;19/12/2020;W;L;Decision - Unanimous;Welterweight Bout;-;29 29 29;28 28 28
MARLON MORAES;ROB FONT;19/12/2020;L;W;KO/TKO;Bantamweight Bout;perf;- - -;- - -
MARCIN TYBURA;GREG HARDY;19/12/2020;W;L;KO/TKO;Heavyweight Bout;perf;9 9 9;10 10 10
ANTHONY PETTIS;ALEX MORONO;19/12/2020;W;L;Decision - Unanimous;Welterweight Bout;-;29 29 29;28 28 28
SIJARA EUBANKS;PANNIE KIANZAD;19/12/2020;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;28 28 28;29 29 29
DERON WINN;ANTONIO ARROYO;19/12/2020;W;L;Decision - Unanimous;Catch Weight Bout;-;29 29 29;28 28 28
GILLIAN ROBERTSON;TAILA SANTOS;19/12/2020;L;W;Decision - Unanimous;Women's Flyweight Bout;-;26 26 28;30 30 29
TAFON NCHUKWI;JAMIE PICKETT;19/12/2020;W;L;Decision - Unanimous;Middleweight Bout;-;30 30 30;26 25 26
JIMMY FLICK;CODY DURDEN;19/12/2020;W;L;Submission;Flyweight Bout;perf;- - -;- - -
CHRISTOS GIAGOS;CARLTON MINUS;19/12/2020;W;L;Decision - Unanimous;Catch Weight Bout;-;29 30 29;28 26 27
TONY FERGUSON;CHARLES OLIVEIRA;12/12/2020;L;W;Decision - Unanimous;Lightweight Bout;-;26 26 26;30 30 30
MACKENZIE DERN;VIRNA JANDIROBA;12/12/2020;W;L;Decision - Unanimous;Women's Strawweight Bout;-;29 29 29;28 28 28
KEVIN HOLLAND;JACARE SOUZA;12/12/2020;W;L;KO/TKO;Middleweight Bout;perf;- - -;- - -
JUNIOR DOS SANTOS;CIRYL GANE;12/12/2020;L;W;KO/TKO;Heavyweight Bout;-;9 9 9;10 10 10
CUB SWANSON;DANIEL PINEDA;12/12/2020;W;L;KO/TKO;Featherweight Bout;-;10 10 10;9 9 8
RENATO MOICANO;RAFAEL FIZIEV;12/12/2020;L;W;KO/TKO;Lightweight Bout;perf;- - -;- - -
GAVIN TUCKER;BILLY QUARANTILLO;12/12/2020;W;L;Decision - Unanimous;Featherweight Bout;-;30 30 30;27 27 27
TECIA PENNINGTON;SAM HUGHES;12/12/2020;W;L;TKO - Doctor's Stoppage;Women's Strawweight Bout;-;10 10 10;9 9 9
CHASE HOOPER;PETER BARRETT;12/12/2020;W;L;Submission;Featherweight Bout;-;18 19 18;20 19 20
JACK HERMANSSON;MARVIN VETTORI;05/12/2020;L;W;Decision - Unanimous;Middleweight Bout;fight;46 46 45;49 49 49
OVINCE SAINT PREUX;JAMAHAL HILL;05/12/2020;L;W;KO/TKO;Light Heavyweight Bout;-;9 9 9;10 10 10
GABRIEL BENITEZ;JUSTIN JAYNES;05/12/2020;W;L;KO/TKO;Lightweight Bout;perf;- - -;- - -
ROMAN DOLIDZE;JOHN ALLAN;05/12/2020;W;L;Decision - Split;Light Heavyweight Bout;-;29 30 28;28 27 29
MATT WIMAN;JORDAN LEAVITT;05/12/2020;L;W;KO/TKO;Lightweight Bout;perf;- - -;- - -
LOUIS SMOLKA;JOSE QUINONEZ;05/12/2020;W;L;KO/TKO;Bantamweight Bout;-;9 10 9;10 9 10
ILIA TOPURIA;DAMON JACKSON;05/12/2020;W;L;KO/TKO;Featherweight Bout;-;- - -;- - -
GIAN VILLANTE;JAKE COLLIER;05/12/2020;L;W;Decision - Unanimous;Heavyweight Bout;-;27 27 27;30 30 30
ANTHONY SMITH;DEVIN CLARK;28/11/2020;W;L;Submission;Light Heavyweight Bout;perf;- - -;- - -
MIGUEL BAEZA;TAKASHI SATO;28/11/2020;W;L;Submission;Welterweight Bout;perf;10 10 10;9 9 9
JOSH PARISIAN;PARKER PORTER;28/11/2020;L;W;Decision - Unanimous;Heavyweight Bout;-;26 27 28;30 30 29
SPIKE CARLYLE;BILL ALGEO;28/11/2020;L;W;Decision - Unanimous;Featherweight Bout;-;27 27 27;30 30 30
ASHLEE EVANS-SMITH;NORMA DUMONT;28/11/2020;L;W;Decision - Unanimous;Women's Bantamweight Bout;-;26 26 26;30 30 30
JONATHAN PEARCE;KAI KAMAKA;28/11/2020;W;L;KO/TKO;Featherweight Bout;-;9 9 9;10 10 10
MARTIN DAY;ANDERSON DOS SANTOS;28/11/2020;L;W;Submission;Bantamweight Bout;-;- - -;- - -
GINA MAZANY;RACHAEL OSTOVICH;28/11/2020;W;L;KO/TKO;Women's Flyweight Bout;-;20 20 20;18 18 18
SUMUDAERJI;MALCOLM GORDON;28/11/2020;W;L;KO/TKO;Flyweight Bout;perf;- - -;- - -
LUKE SANDERS;NATE MANESS;28/11/2020;L;W;Submission;Catch Weight Bout;perf;10 10 10;9 9 9
DEIVESON FIGUEIREDO;ALEX PEREZ;21/11/2020;W;L;Submission;UFC Flyweight Title Bout;belt;- - -;- - -
VALENTINA SHEVCHENKO;JENNIFER MAIA;21/11/2020;W;L;Decision - Unanimous;UFC Women's Flyweight Title Bout;belt;49 49 49;46 46 46
MIKE PERRY;TIM MEANS;21/11/2020;L;W;Decision - Unanimous;Welterweight Bout;-;28 27 28;29 30 29
KATLYN CERMINARA;CYNTHIA CALVILLO;21/11/2020;W;L;Decision - Unanimous;Women's Flyweight Bout;-;30 30 30;27 27 27
MAURICIO RUA;PAUL CRAIG;21/11/2020;L;W;KO/TKO;Light Heavyweight Bout;-;9 10 9;10 9 10
BRANDON MORENO;BRANDON ROYVAL;21/11/2020;W;L;KO/TKO;Flyweight Bout;-;- - -;- - -
JOAQUIN BUCKLEY;JORDAN WRIGHT;21/11/2020;W;L;KO/TKO;Middleweight Bout;perf;10 10 10;9 8 9
ANTONINA SHEVCHENKO;ARIANE DA SILVA;21/11/2020;W;L;KO/TKO;Women's Flyweight Bout;perf;10 10 10;9 9 9
DANIEL RODRIGUEZ;NICOLAS DALBY;21/11/2020;L;W;Decision - Unanimous;Welterweight Bout;-;27 28 28;30 29 29
ALAN JOUBAN;JARED GOODEN;21/11/2020;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 30;27 27 27
KYLE DAUKAUS;DUSTIN STOLTZFUS;21/11/2020;W;L;Decision - Unanimous;Middleweight Bout;-;30 30 30;27 27 26
LOUIS COSCE;SASHA PALATNIKOV;21/11/2020;L;W;KO/TKO;Welterweight Bout;fight;18 18 19;20 20 19
PAUL FELDER;RAFAEL DOS ANJOS;14/11/2020;L;W;Decision - Split;Lightweight Bout;fight;48 45 45;47 50 50
ABDUL RAZAK ALHASSAN;KHAOS WILLIAMS;14/11/2020;L;W;KO/TKO;Welterweight Bout;perf;- - -;- - -
ASHLEY YODER;MIRANDA GRANGER;14/11/2020;W;L;Decision - Unanimous;Women's Strawweight Bout;-;30 29 29;26 27 27
BRENDAN ALLEN;SEAN STRICKLAND;14/11/2020;L;W;KO/TKO;Catch Weight Bout;perf;9 9 9;10 10 10
KAY HANSEN;CORY MCKENNA;14/11/2020;L;W;Decision - Unanimous;Women's Strawweight Bout;-;28 28 28;29 29 29
RANDA MARKOS;KANAKO MURATA;14/11/2020;L;W;Decision - Unanimous;Women's Strawweight Bout;-;27 27 27;30 30 30
GERALDO DE FREITAS;TONY GRAVELY;14/11/2020;L;W;Decision - Split;Bantamweight Bout;-;27 29 28;30 28 29
ALEX MORONO;RHYS MCKEE;14/11/2020;W;L;Decision - Unanimous;Welterweight Bout;-;30 30 30;27 27 27
DON'TALE MAYES;ROQUE MARTINEZ;14/11/2020;W;L;Decision - Unanimous;Heavyweight Bout;-;30 29 30;27 28 27
THIAGO SANTOS;GLOVER TEIXEIRA;07/11/2020;L;W;Submission;Light Heavyweight Bout;-;17 17 17;20 20 20
ANDREI ARLOVSKI;TANNER BOSER;07/11/2020;W;L;Decision - Unanimous;Heavyweight Bout;-;29 29 29;28 28 28
RAONI BARCELOS;KHALID TAHA;07/11/2020;W;L;Decision - Unanimous;Bantamweight Bout;fight;30 30 30;27 27 27
GIGA CHIKADZE;JAMEY SIMMONS;07/11/2020;W;L;KO/TKO;Featherweight Bout;perf;- - -;- - -
CLAUDIA GADELHA;YAN XIAONAN;07/11/2020;L;W;Decision - Unanimous;Women's Strawweight Bout;-;28 28 28;29 29 29
TREVIN GILES;BEVON LEWIS;07/11/2020;W;L;KO/TKO;Middleweight Bout;-;20 20 20;18 18 18
ALEXANDR ROMANOV;MARCOS ROGERIO DE LIMA;07/11/2020;W;L;Submission;Heavyweight Bout;perf;- - -;- - -
DARREN ELKINS;EDUARDO GARAGORRI;07/11/2020;W;L;Submission;Featherweight Bout;-;20 19 19;18 19 19
MAX GRIFFIN;RAMIZ BRAHIMAJ;07/11/2020;W;L;KO/TKO;Welterweight Bout;-;19 20 20;19 18 18
GUSTAVO LOPEZ;ANTHONY BIRCHAK;07/11/2020;W;L;Submission;Bantamweight Bout;-;- - -;- - -
URIAH HALL;ANDERSON SILVA;31/10/2020;W;L;KO/TKO;Middleweight Bout;-;28 29 29;29 28 28
BRYCE MITCHELL;ANDRE FILI;31/10/2020;W;L;Decision - Unanimous;Featherweight Bout;-;29 30 30;28 27 27
MAURICE GREENE;GREG HARDY;31/10/2020;L;W;KO/TKO;Heavyweight Bout;-;9 9 9;10 10 10
KEVIN HOLLAND;CHARLIE ONTIVEROS;31/10/2020;W;L;Submission;Middleweight Bout;perf;- - -;- - -
KING GREEN;THIAGO MOISES;31/10/2020;L;W;Decision - Unanimous;Lightweight Bout;-;28 28 28;29 29 29
CHRIS GRUETZEMACHER;ALEXANDER HERNANDEZ;31/10/2020;L;W;KO/TKO;Lightweight Bout;perf;- - -;- - -
ADRIAN YANEZ;VICTOR RODRIGUEZ;31/10/2020;W;L;KO/TKO;Bantamweight Bout;perf;- - -;- - -
SEAN STRICKLAND;JACK MARSHMAN;31/10/2020;W;L;Decision - Unanimous;Middleweight Bout;-;30 30 30;27 27 27
COLE WILLIAMS;JASON WITT;31/10/2020;L;W;Submission;Welterweight Bout;-;8 9 8;10 10 10
